Time (s),Frame Time (ms),Triangle Count
0.0035419,23.5431,7070402
0.027085,2.099,7561322
0.029184,1.2843,7561322
0.0304683,1.46,7561322
0.0319283,1.5205,7561322
0.0334488,1.3125,7561322
0.0347613,1.3361,7561322
0.0360974,1.4802,7561322
0.0375776,1.5818,7561322
0.0391594,1.4074,7561322
0.0405668,2.2339,7561322
0.0428007,2.125,7561322
0.0449257,2.1154,7561322
0.0470411,1.8753,7561322
0.0489164,2.4901,7561322
0.0514065,1.7083,7561322
0.0531148,2.2008,7561322
0.0553156,1.948,7561322
0.0572636,2.8668,7561322
0.0601304,3.1936,7561322
0.063324,2.4887,7561322
0.0658127,1.5922,7561322
0.0674049,2.0225,7561322
0.06942739,1.3299,7561322
0.07075729,1.1789,7561322
0.07193619,1.8911,7561322
0.07382729,1.9117,7561322
0.07573899,8.9835,7561322
0.08472249,1.4482,7561322
0.08617069,1.0875,7561322
0.08725819,1.0867,7561322
0.08834489,1.0958,7561322
0.08944069,1.2538,7561322
0.09069449,1.8168,7561322
0.09251129,1.9498,7561322
0.09446109,1.5987,7561322
0.09605979,2.083,7561322
0.0981428,2.356,7561322
0.1004988,1.8604,7561322
0.1023592,1.6711,7561322
0.1040303,2.3565,7561322
0.1063868,1.738,7561322
0.1081248,1.878,7561322
0.1100028,1.8818,7561322
0.1118846,2.549,7561322
0.1144336,2.0744,7561322
0.116508,1.7995,7561322
0.1183075,2.7462,7561322
0.1210537,1.4925,7561322
0.1225462,1.9744,7561322
0.1245206,2.2641,7561322
0.1267847,2.0427,7561322
0.1288274,1.5828,7561322
0.1304102,1.9777,7561322
0.1323879,2.5936,7561322
0.1349815,1.6399,7561322
0.1366214,2.557,7561322
0.1391784,1.7653,7561322
0.1409437,1.75,7561322
0.1426937,2.2877,7561322
0.1449814,2.2726,7561322
0.147254,1.92,2259818
0.149174,2.1378,2259818
0.1513118,1.4002,2259818
0.152712,1.2182,2259818
0.1539302,1.3445,2259818
0.1552747,1.6752,2259818
0.1569499,1.7783,2259818
0.1587282,1.522,2259818
0.1602502,1.3388,2259818
0.161589,1.3504,2259818
0.1629394,5.0325,2259818
0.1679719,10.7845,2259818
0.1787564,1.7254,2259818
0.1804818,1.5444,2259818
0.1820262,1.3478,2259818
0.183374,1.2138,2259818
0.1845878,1.2014,2259818
0.1857892,1.449,2259818
0.1872382,2.2797,2259818
0.1895179,1.4402,2259818
0.1909581,1.2417,2259818
0.1921998,23.594,2259818
0.2157938,1.8957,2259818
0.2176895,1.5528,2259818
0.2192423,10.499,2259818
0.2297413,27.6079,2259818
0.2573492,7.1302,2259818
0.2644794,14.7051,2259818
0.2791845,1.8515,2259818
0.281036,1.4316,2259818
0.2824676,4.7266,2259818
0.2871942,6.9556,2259818
0.2941498,1.366,2259818
0.2955158,1.2933,2259818
0.2968091,1.4283,2259818
0.2982374,4.6481,2259818
0.3028855,6.8666,2259818
0.3097521,8.0111,2259818
0.3177632,5.2353,2259818
0.3229985,5.1645,2259818
0.328163,12.7828,2259818
0.3409458,1.5474,2259818
0.3424932,1.1522,2259818
0.3436454,1.0634,2259818
0.3447088,10.4655,2259818
0.3551743,1.6824,2259818
0.3568567,1.6662,2259818
0.3585229,4.4057,2259818
0.3629286,6.9702,2259818
0.3698988,1.1121,2259818
0.3710109,1.1236,2259818
0.3721345,7.7554,2259818
0.3798899,27.5465,2259818
0.4074364,4.8742,2259818
0.4123106,7.7409,2259818
0.4200515,1.4528,2259818
0.4215043,1.1353,2259818
0.4226396,1.1157,2259818
0.4237553,1.0706,2259818
0.4248259,1.0868,2259818
0.4259127,10.149,2259818
0.4360617,1.2125,2259818
0.4372742,1.6372,2259818
0.4389114,7.7537,2259818
0.4466651,5.1637,2259818
0.4518288,12.2446,2259818
0.4640734,1.5098,2259818
0.4655832,1.2061,2259818
0.4667893,1.1024,2259818
0.4678917,1.6068,2259818
0.4694985,9.692801,2259818
0.4791913,1.3968,2259818
0.4805881,1.0773,2259818
0.4816654,1.0686,2259818
0.482734,1.1529,2259818
0.4838869,9.9196,2259818
0.4938065,1.2087,2259818
0.4950152,1.1166,2259818
0.4961318,1.1621,2259818
0.4972939,1.3414,2259818
0.4986353,1.0829,2259818
0.4997182,1.1235,2259818
0.5008417,13.2825,2259818
0.5141242,12.5196,2259818
0.5266438,1.3391,2259818
0.5279828,1.132,2259818
0.5291148,1.214,2259818
0.5303289,16.5989,2259818
0.5469278,1.4802,2259818
0.548408,4.1715,2259818
0.5525795,6.6006,2259818
0.5591801,1.4601,2259818
0.5606402,1.2017,2259818
0.5618418,1.2333,2259818
0.5630751,1.2171,2259818
0.5642923,7.5655,2259818
0.5718578,15.9658,2259818
0.5878236,1.379,2259818
0.5892026,1.0573,2259818
0.5902599,1.3487,2259818
0.5916086,1.3097,2259818
0.5929183,1.0808,2259818
0.5939991,1.0757,2259818
0.5950748,10.0822,2259818
0.605157,1.3615,2259818
0.6065184,1.086,2259818
0.6076044,1.0556,2259818
0.60866,1.0737,2259818
0.6097338,1.1789,2259818
0.6109127,1.0713,2259818
0.611984,9.6613,2259818
0.6216453,1.4738,2259818
0.6231191,1.1145,2259818
0.6242335,1.2019,2259818
0.6254355,1.3862,2259818
0.6268217,7.7368,2259818
0.6345585,5.1099,2259818
0.6396684,5.0335,2259818
0.6447019,11.5278,2259818
0.6562297,1.8652,2259818
0.6580949,1.2256,2259818
0.6593205,1.1136,2259818
0.6604341,1.0658,2259818
0.6614999,1.1089,2259818
0.6626087,1.2738,2259818
0.6638826,9.5845,2259818
0.673467,1.6759,2259818
0.6751429,1.4055,2259818
0.6765484,1.3234,2259818
0.6778718,1.0864,2259818
0.6789582,1.1061,2259818
0.6800643,9.7003,2259818
0.6897646,14.6574,2259818
0.704422,10.8223,2259818
0.7152443,9.7015,2357994
0.7249458,1.4979,2357994
0.7264437,1.0664,2357994
0.7275101,1.1029,2357994
0.728613,1.0737,2357994
0.7296867,1.0793,2357994
0.7307661,4.565,2357994
0.7353311,6.9419,2357994
0.742273,1.2772,2357994
0.7435502,1.0941,2357994
0.7446443,1.1114,2357994
0.7457557,1.353,2357994
0.7471087,1.0941,2357994
0.7482028,1.0689,2357994
0.7492717,1.1148,2357994
0.7503865,1.3041,2357994
0.7516906,9.9544,2357994
0.761645,1.6154,2357994
0.7632604,1.1086,2357994
0.764369,1.055,2357994
0.765424,1.0881,2357994
0.766512,1.2215,2357994
0.7677335,1.6018,2357994
0.7693353,1.2451,2357994
0.7705804,1.1276,2357994
0.771708,21.6217,2357994
0.7933297,1.4935,2357994
0.7948232,1.5242,2357994
0.7963474,1.6304,2357994
0.7979779,1.3372,2357994
0.799315,1.1189,2357994
0.8004339,4.4468,2357994
0.8048807,6.9071,2357994
0.8117878,1.153,2357994
0.8129408,1.102,2357994
0.8140428,1.1168,2357994
0.8151596,1.3294,2357994
0.816489,1.3977,2357994
0.8178868,1.099,2357994
0.8189858,1.1001,2357994
0.8200859,9.7268,2357994
0.8298127,1.2299,2357994
0.8310426,1.1279,2357994
0.8321705,1.1001,2357994
0.8332706,1.1088,2357994
0.8343794,1.0877,2357994
0.8354672,1.259,2357994
0.8367262,1.4211,2357994
0.8381473,22.393,2357994
0.8605403,12.202,2357994
0.8727423,7.227,2357994
0.8799693,1.4492,2357994
0.8814185,1.136,2357994
0.8825545,1.1063,2357994
0.8836609,1.3641,2357994
0.885025,1.258,2357994
0.886283,1.1828,2357994
0.8874658,1.0643,2357994
0.8885301,1.0833,2357994
0.8896134,1.0484,2357994
0.8906618,4.5182,2357994
0.89518,6.7164,2357994
0.9018964,1.4389,2357994
0.9033353,1.1834,2357994
0.9045187,1.1618,2357994
0.9056805,1.1595,2357994
0.90684,1.0909,2357994
0.9079309,8.283199,2357994
0.916214,15.1235,2357994
0.9313375,1.3283,2357994
0.9326658,1.225,2357994
0.9338908,1.1982,2357994
0.935089,1.177,2357994
0.936266,1.2852,2357994
0.9375512,1.1376,2357994
0.9386888,1.0529,2357994
0.9397417,1.0438,2357994
0.9407855,9.8316,2357994
0.9506171,1.3209,2357994
0.951938,1.0725,2357994
0.9530106,1.2572,2357994
0.9542677,1.1218,2357994
0.9553896,1.0937,2357994
0.9564832,1.23,2357994
0.9577132,1.05,2357994
0.9587632,4.0896,2357994
0.9628528,6.9954,2357994
0.9698482,1.2996,2357994
0.9711478,1.2118,2357994
