Time (s),Frame Time (ms),Triangle Count
0.0085472,132.4487,2.303938E+07
0.1409959,28.4459,4.915194E+07
0.1694418,3.7693,4.929301E+07
0.1732111,1.6152,4.924948E+07
0.1748263,1.7468,4.924948E+07
0.1765731,1.9278,4.924948E+07
0.1785009,7.7782,4.924948E+07
0.1862791,11.657,4.924948E+07
0.1979361,12.1438,4.932563E+07
0.2100799,11.402,4.932563E+07
0.2214819,11.7647,4.932563E+07
0.2332466,11.3586,4.911957E+07
0.2446052,11.6632,4.911957E+07
0.2562684,11.7636,4.931995E+07
0.268032,11.3909,4.939331E+07
0.2794229,11.4058,4.939331E+07
0.2908287,11.5128,4.948189E+07
0.3023415,28.811,4.948189E+07
0.3311525,18.0789,4.948189E+07
0.3492314,12.6375,4.954309E+07
0.3618689,10.0473,4.96684E+07
0.3719162,1.9428,4.96684E+07
0.373859,10.0287,4.971318E+07
0.3838877,2.0797,4.971318E+07
0.3859674,9.3147,4.971318E+07
0.3952821,11.7529,4.971318E+07
0.407035,12.1628,4.95881E+07
0.4191978,11.6615,4.963293E+07
0.4308593,11.5634,4.963293E+07
0.4424227,12.2362,4.970694E+07
0.4546589,28.0966,4.975178E+07
0.4827555,6.2475,4.964254E+07
0.4890029,11.5851,4.964254E+07
0.5005881,11.6881,4.968822E+07
0.5122762,1.9008,4.968822E+07
0.514177,10.0706,4.953871E+07
0.5242476,11.5912,4.953871E+07
0.5358388,11.3888,4.953871E+07
0.5472276,11.7453,4.953871E+07
0.5589728,11.4836,4.953871E+07
0.5704564,11.7738,4.950801E+07
0.5822303,11.3352,4.950801E+07
0.5935655,11.7115,4.950801E+07
0.6052769,28.3177,4.954107E+07
0.6335946,6.2334,4.954107E+07
0.639828,11.4551,4.951491E+07
0.6512831,11.7318,4.955658E+07
0.6630149,2.4366,4.955658E+07
0.6654515,10.1767,4.95157E+07
0.6756282,11.4624,4.95157E+07
0.6870906,11.5694,4.95157E+07
0.69866,11.7219,4.930149E+07
0.7103819,11.5481,4.911417E+07
0.72193,11.7502,4.911417E+07
0.7336802,11.1527,4.911417E+07
0.7448329,11.7512,4.911417E+07
0.7565841,31.5617,4.911417E+07
0.7881458,7.366,4.90722E+07
0.7955118,13.4279,4.90722E+07
