Time (s),Frame Time (ms),Triangle Count,606.9476,9807.14895833333,23999.1197916667
0.1,0,2456171
0.2,11.98287,1765.027
0.3,13.18404,1765.263
0.4,17.32155,1763.337
0.5,17.5414,1771.752
0.6,17.56714,1761.146
0.7,18.02872,590865.9
0.8,18.16385,49.5244
0.9,18.2122,2947088
1,18.51572,4125199
1.1,18.87899,5303274
1.2,19.08967,5303274
1.3,19.58604,5303276
1.4,19.60653,5303276
1.5,19.69494,5303277
1.6,19.84333,5303276
1.7,19.93584,5106924
1.8,20.03537,5106924
1.9,20.09073,5106924
2,20.22975,5106924
2.1,20.26322,5106924
2.2,20.30956,5106924
2.3,20.35866,5106924
2.4,20.49419,5106924
2.5,20.63837,5106924
2.6,20.84352,5106924
2.7,21.03912,5106924
2.8,21.05426,5106924
2.9,21.15387,4714220
3,21.34462,4714220
3.1,21.37045,4714220
3.2,21.40966,3536108
3.3,21.41953,3536105
3.4,21.42569,4125209
3.5,21.95716,4910570
3.6,22.02044,4910570
3.7,22.05406,4910572
3.8,22.06107,4910572
3.9,22.11746,4517868
4,22.1731,4517868
4.1,22.17622,4517868
4.2,22.18327,4517867
4.3,22.25443,4517868
4.4,22.32015,4910572
4.5,22.37317,4910571
4.6,22.41671,4910572
4.7,22.46631,4910572
4.8,22.47116,4910571
4.9,22.49454,5303276
5,22.50837,5303276
5.1,22.69625,5303276
5.2,22.74323,3536108
5.3,22.7885,3536113
5.4,22.86432,4125211
5.5,23.01864,5303273
5.6,23.03524,5303274
5.7,23.12397,5303276
5.8,23.12715,5303276
5.9,23.6839,5303276
6,23.77422,5303276
6.1,23.83261,5303276
6.2,23.89646,5303275
6.3,23.8985,5303276
6.4,24.05518,5303276
6.5,24.2063,5303283
6.6,24.21192,4910572
6.7,24.29155,4910572
6.8,24.34468,4910572
6.9,24.35553,4910572
7,24.40913,4910572
7.1,24.4301,4910572
7.2,24.48721,3536108
7.3,24.7585,3536120
7.4,25.11897,4125208
7.5,25.12845,4910569
7.6,25.1686,4910569
7.7,25.34756,4910572
7.8,25.40832,4910572
7.9,25.4955,4910571
8,25.60677,4910572
8.1,25.62102,4910572
8.2,25.6756,4910571
8.3,25.73653,4910572
8.4,25.78074,4517868
8.5,25.81355,4321515
8.6,25.92374,4321516
8.7,25.96164,3928811
8.8,26.08932,3928811
8.9,26.16484,3928812
9,26.29268,3928811
9.1,26.30424,3339755
9.2,26.35497,3339756
9.3,26.54017,2750712
9.4,26.57204,3339801
9.5,26.66961,4517867
9.6,26.76402,4517868
9.7,26.86977,4517868
9.8,26.90206,4517868
9.9,27.00019,4517868
10,27.00283,4517868
10.1,27.10504,4517868
10.2,27.12854,4517867
10.3,27.1402,3928811
10.4,27.16743,3928812
10.5,27.30239,3928819
10.6,27.59309,3928811
10.7,27.64729,3928812
10.8,27.69768,3928812
10.9,27.70435,3928811
11,27.74896,3928812
11.1,27.93673,3732461
11.2,27.99216,3732459
11.3,28.00489,3536116
11.4,28.05473,3732506
11.5,28.05911,8052248
11.6,28.07327,4910570
11.7,28.09175,4910570
11.8,28.10455,4910572
11.9,28.12252,4910572
12,28.15592,4910573
12.1,28.17092,4910572
12.2,28.20169,4910572
12.3,28.32296,4910572
12.4,28.37476,4321516
12.5,28.4377,4321516
12.6,28.44193,4321516
12.7,28.47206,3928812
12.8,28.47802,3928811
12.9,28.55914,3928812
13,28.56827,3928812
13.1,28.5983,3928812
13.2,28.61724,3928812
13.3,28.64964,3143406
13.4,28.68158,3732503
13.5,28.70687,8444957
13.6,28.71951,4910572
13.7,28.93073,4517868
13.8,28.97645,4517868
13.9,28.98479,4517868
14,29.00789,4517869
14.1,29.05506,4517868
14.2,29.13149,4125164
14.3,29.14508,4125164
14.4,29.18689,3928812
14.5,29.28872,3928812
14.6,29.39443,3536108
14.7,29.43287,3536108
14.8,29.47774,3536107
14.9,29.52183,3536107
15,29.59065,3536107
15.1,29.60382,3536107
15.2,29.63717,3536107
15.3,29.70897,2750704
15.4,29.84906,3339799
15.5,29.87664,7070529
15.6,29.92828,3928812
15.7,30.02087,3928812
15.8,30.05172,3928812
15.9,30.10939,3928811
16,30.26188,3928811
16.1,30.3832,3928811
16.2,30.43385,3928811
16.3,30.46832,3536111
16.4,30.48463,4125201
16.5,30.48575,7659536
16.6,30.48801,4910570
16.7,30.5184,4910569
16.8,30.53418,4910572
16.9,30.613,4910572
17,30.63885,4321515
17.1,30.6428,4321516
17.2,30.6495,4321516
17.3,30.66652,3143405
17.4,30.76291,3732504
17.5,30.81332,8444960
17.6,30.83701,4321516
17.7,30.93269,4321516
17.8,30.96825,4321516
17.9,31.04132,4321516
18,31.10798,4321516
18.1,31.16758,4321516
18.2,31.17777,4321516
18.3,31.20116,3536108
18.4,31.21028,4125193
18.5,31.21149,5303277
18.6,31.35129,5303277
18.7,31.38136,5303276
18.8,31.39198,5303277
18.9,31.41407,5303276
19,31.42631,5303276
19.1,31.43458,5303276
19.2,31.43853,5303276
19.3,31.47601,5303276
19.4,31.49573,5303276
19.5,31.5308,5303276
19.6,31.55015,5303276
19.7,31.55154,5303276
19.8,31.64323,5303276
19.9,31.68016,5303275
20,31.763,5303276
20.1,31.92957,5303276
20.2,31.94861,5303275
20.3,31.94879,5303276
20.4,31.94931,5303276
20.5,31.99818,5303275
20.6,32.03202,5303276
20.7,32.13266,5303276
20.8,32.14703,5205100
20.9,32.15968,5205100
21,32.21061,5205100
21.1,32.33821,4714219
21.2,32.44137,3536107
21.3,32.44308,3536108
21.4,32.44473,4125208
21.5,32.49376,7070447
21.6,32.52857,5303274
21.7,32.52868,5303276
21.8,32.61371,5303276
21.9,32.65263,5303276
